id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Age_Group,Alto_Riesgo
115789,male,73,1,28.0,0,1-2 year,yes,31818.0,24.0,84,0,60+ años,1
115790,male,27,1,40.0,0,< 1 year,yes,26349.0,152.0,221,0,20-30 años,1
115791,female,46,1,47.0,0,> 2 years,yes,24765.0,157.0,23,0,41-50 años,1
115792,male,53,1,15.0,0,1-2 year,yes,40931.0,124.0,48,1,51-60 años,1
115793,female,65,1,28.0,0,1-2 year,yes,58876.0,26.0,245,0,60+ años,1
115795,male,66,1,3.0,0,1-2 year,yes,33425.0,124.0,156,0,60+ años,1
115797,female,41,1,18.0,0,1-2 year,yes,40094.0,124.0,270,0,41-50 años,1
115798,male,22,1,51.0,0,< 1 year,yes,2630.0,152.0,18,0,20-30 años,1
115799,female,21,1,15.0,0,< 1 year,yes,29384.0,152.0,200,0,20-30 años,1
115801,male,45,1,31.0,0,1-2 year,yes,2630.0,156.0,148,0,41-50 años,1
115803,male,59,1,28.0,0,> 2 years,yes,30648.0,122.0,62,0,51-60 años,1
115804,male,67,1,8.0,0,1-2 year,yes,64763.0,124.0,157,0,60+ años,1
115808,male,67,1,28.0,0,> 2 years,yes,25170.0,122.0,66,1,60+ años,1
115809,female,58,1,28.0,0,1-2 year,yes,29712.0,26.0,240,0,51-60 años,1
115810,male,66,1,28.0,0,> 2 years,yes,43657.0,122.0,104,1,60+ años,1
115811,female,54,1,28.0,0,> 2 years,yes,51540.0,26.0,48,0,51-60 años,1
115812,female,24,1,41.0,0,< 1 year,yes,31541.0,26.0,82,0,20-30 años,1
115813,female,22,1,50.0,0,< 1 year,yes,29136.0,124.0,289,0,20-30 años,1
115816,female,25,1,28.0,0,< 1 year,yes,46811.0,152.0,285,1,20-30 años,1
115817,male,61,1,8.0,0,1-2 year,yes,2630.0,124.0,192,0,60+ años,1
115819,male,45,1,28.0,0,1-2 year,yes,41461.0,122.0,246,0,41-50 años,1
115825,male,47,1,41.0,0,1-2 year,yes,33773.0,26.0,250,1,41-50 años,1
115830,male,23,1,11.0,0,< 1 year,yes,32325.0,152.0,249,0,20-30 años,1
115833,female,48,1,28.0,0,1-2 year,yes,43199.0,26.0,28,0,41-50 años,1
115834,male,58,1,46.0,0,1-2 year,yes,36664.0,124.0,75,0,51-60 años,1
115835,female,35,1,45.0,0,1-2 year,yes,18862.0,124.0,226,1,31-40 años,1
115836,female,48,1,2.0,0,> 2 years,yes,32494.0,124.0,39,0,41-50 años,1
115837,male,49,1,28.0,0,1-2 year,yes,31175.0,124.0,157,0,41-50 años,1
115840,female,47,1,28.0,0,1-2 year,yes,42327.0,156.0,66,0,41-50 años,1
115841,female,21,1,46.0,0,< 1 year,yes,25315.0,160.0,21,0,20-30 años,1
115845,female,30,1,13.0,0,< 1 year,yes,30306.0,163.0,201,0,20-30 años,1
115847,male,32,1,21.0,0,< 1 year,yes,23375.0,152.0,185,0,31-40 años,1
115848,male,48,1,28.0,0,> 2 years,yes,51937.0,26.0,113,1,41-50 años,1
115849,male,23,1,15.0,0,< 1 year,yes,2630.0,163.0,68,0,20-30 años,1
115850,male,52,1,28.0,0,1-2 year,yes,38309.0,26.0,146,0,51-60 años,1
115852,female,47,1,28.0,0,1-2 year,yes,30819.0,124.0,190,0,41-50 años,1
115854,male,52,1,28.0,0,1-2 year,yes,29710.0,139.0,57,0,51-60 años,1
115855,male,31,1,30.0,0,< 1 year,yes,20747.0,152.0,143,0,31-40 años,1
115857,male,59,1,28.0,0,> 2 years,yes,68864.0,124.0,211,0,51-60 años,1
115858,female,21,1,45.0,0,< 1 year,yes,28181.0,152.0,92,1,20-30 años,1
115861,female,21,1,47.0,0,< 1 year,yes,35956.0,160.0,257,0,20-30 años,1
115864,male,37,1,45.0,0,1-2 year,yes,27011.0,156.0,233,1,31-40 años,1
115866,female,23,1,16.0,0,< 1 year,yes,25273.0,152.0,23,0,20-30 años,1
115867,female,75,1,28.0,0,> 2 years,yes,31237.0,26.0,189,0,60+ años,1
115869,female,34,1,35.0,0,1-2 year,yes,2630.0,156.0,84,1,31-40 años,1
115870,female,44,1,28.0,0,1-2 year,yes,66585.0,122.0,202,1,41-50 años,1
115871,female,47,1,18.0,0,1-2 year,yes,26663.0,26.0,297,0,41-50 años,1
115872,female,46,1,28.0,0,1-2 year,yes,31522.0,124.0,246,0,41-50 años,1
115875,male,52,1,28.0,0,> 2 years,yes,44585.0,55.0,242,0,51-60 años,1
115876,male,41,1,36.0,0,1-2 year,yes,27875.0,124.0,227,0,41-50 años,1
115879,female,45,1,43.0,0,1-2 year,yes,30427.0,7.0,289,1,41-50 años,1
115884,female,30,1,33.0,0,< 1 year,yes,29630.0,152.0,247,0,20-30 años,1
115886,male,42,1,3.0,0,1-2 year,yes,25336.0,124.0,211,0,41-50 años,1
115887,female,60,1,28.0,0,1-2 year,yes,34697.0,26.0,219,0,51-60 años,1
115889,female,54,1,28.0,0,1-2 year,yes,31807.0,26.0,69,0,51-60 años,1
115890,female,71,1,28.0,0,1-2 year,yes,26105.0,124.0,269,0,60+ años,1
115891,male,54,1,28.0,0,1-2 year,yes,50646.0,26.0,227,1,51-60 años,1
115893,female,31,1,30.0,0,< 1 year,yes,36573.0,124.0,114,1,31-40 años,1
115894,male,53,1,28.0,0,1-2 year,yes,33793.0,13.0,273,0,51-60 años,1
115895,male,30,1,45.0,0,< 1 year,yes,38040.0,152.0,181,0,20-30 años,1
115896,male,38,1,8.0,0,1-2 year,yes,39711.0,154.0,246,0,31-40 años,1
115897,female,21,1,15.0,0,< 1 year,yes,18520.0,160.0,111,0,20-30 años,1
115899,male,46,1,43.0,0,> 2 years,yes,28044.0,26.0,17,0,41-50 años,1
115900,male,44,1,46.0,0,1-2 year,yes,22934.0,124.0,289,0,41-50 años,1
115903,female,68,1,11.0,0,1-2 year,yes,2630.0,124.0,29,0,60+ años,1
115904,female,53,1,29.0,0,1-2 year,yes,38403.0,26.0,16,0,51-60 años,1
115907,male,38,1,48.0,0,1-2 year,yes,2630.0,157.0,270,0,31-40 años,1
115911,male,53,1,48.0,0,1-2 year,yes,2630.0,26.0,123,0,51-60 años,1
115912,male,50,1,28.0,0,1-2 year,yes,39254.0,26.0,16,0,41-50 años,1
115913,female,43,1,29.0,0,1-2 year,yes,37833.0,124.0,192,1,41-50 años,1
115916,female,49,1,39.0,0,1-2 year,yes,24933.0,150.0,156,1,41-50 años,1
115917,male,54,1,28.0,0,1-2 year,yes,2630.0,24.0,274,0,51-60 años,1
115919,male,62,1,30.0,0,> 2 years,yes,33954.0,154.0,229,0,60+ años,1
115920,male,56,1,47.0,0,1-2 year,yes,36196.0,26.0,172,0,51-60 años,1
115921,male,56,1,28.0,0,1-2 year,yes,41400.0,30.0,68,0,51-60 años,1
115922,male,37,1,28.0,0,1-2 year,yes,40790.0,122.0,92,0,31-40 años,1
115923,male,30,1,7.0,0,1-2 year,yes,37262.0,124.0,151,1,20-30 años,1
115926,male,60,1,28.0,0,1-2 year,yes,61315.0,3.0,236,0,51-60 años,1
115928,female,27,1,8.0,0,1-2 year,yes,35656.0,154.0,171,1,20-30 años,1
115929,female,20,1,2.0,0,< 1 year,yes,23792.0,160.0,228,0,20-30 años,1
115930,female,73,1,3.0,0,1-2 year,yes,40428.0,124.0,168,0,60+ años,1
115933,male,34,1,28.0,0,1-2 year,yes,28894.0,122.0,15,1,31-40 años,1
115935,male,41,1,46.0,0,> 2 years,yes,2630.0,122.0,262,0,41-50 años,1
115939,female,25,1,15.0,0,< 1 year,yes,39846.0,152.0,205,0,20-30 años,1
115941,male,53,1,50.0,0,1-2 year,yes,26853.0,124.0,125,0,51-60 años,1
115944,male,22,1,15.0,0,< 1 year,yes,51223.0,152.0,96,0,20-30 años,1
115945,female,22,1,46.0,0,< 1 year,yes,29393.0,124.0,125,1,20-30 años,1
115946,male,22,1,28.0,0,< 1 year,yes,41358.0,163.0,34,0,20-30 años,1
115948,female,25,1,35.0,0,1-2 year,yes,2630.0,124.0,65,0,20-30 años,1
115949,male,29,1,28.0,0,< 1 year,yes,70779.0,122.0,55,0,20-30 años,1
115950,male,54,1,46.0,0,1-2 year,yes,26026.0,11.0,262,0,51-60 años,1
115961,male,47,1,35.0,0,1-2 year,yes,33501.0,124.0,127,0,41-50 años,1
115962,male,53,1,29.0,0,1-2 year,yes,51720.0,124.0,15,0,51-60 años,1
115964,female,37,1,28.0,0,1-2 year,yes,33767.0,124.0,201,0,31-40 años,1
115965,male,50,1,46.0,0,1-2 year,yes,31369.0,124.0,208,0,41-50 años,1
115966,male,45,1,8.0,0,1-2 year,yes,56753.0,26.0,46,0,41-50 años,1
115969,male,35,1,0.0,0,> 2 years,yes,2630.0,124.0,122,0,31-40 años,1
115971,male,38,1,35.0,0,1-2 year,yes,63075.0,124.0,91,0,31-40 años,1
115972,female,21,1,47.0,0,< 1 year,yes,36516.0,160.0,20,0,20-30 años,1
115973,female,48,1,8.0,0,1-2 year,yes,35884.0,26.0,155,1,41-50 años,1
115975,female,42,1,28.0,0,1-2 year,yes,33186.0,26.0,298,1,41-50 años,1
115976,female,22,1,47.0,0,< 1 year,yes,40467.0,152.0,195,0,20-30 años,1
115977,female,25,1,28.0,0,< 1 year,yes,58248.0,152.0,153,0,20-30 años,1
115978,male,48,1,28.0,0,1-2 year,yes,2630.0,26.0,54,0,41-50 años,1
115979,female,24,1,47.0,0,< 1 year,yes,43668.0,152.0,233,0,20-30 años,1
115982,male,51,1,29.0,0,1-2 year,yes,41010.0,154.0,29,0,51-60 años,1
115983,male,21,1,28.0,0,1-2 year,yes,41196.0,26.0,237,0,20-30 años,1
115984,male,22,1,28.0,0,< 1 year,yes,2630.0,122.0,191,0,20-30 años,1
115988,male,22,1,3.0,0,< 1 year,yes,28332.0,152.0,112,0,20-30 años,1
115989,male,43,1,41.0,0,1-2 year,yes,29957.0,124.0,44,0,41-50 años,1
115990,male,48,1,28.0,0,1-2 year,yes,54975.0,24.0,204,0,41-50 años,1
115992,male,70,1,29.0,0,1-2 year,yes,26119.0,26.0,289,0,60+ años,1
115993,female,23,1,3.0,0,< 1 year,yes,20450.0,152.0,184,0,20-30 años,1
115994,male,41,1,28.0,0,1-2 year,yes,38196.0,122.0,73,0,41-50 años,1
115996,male,21,1,47.0,0,< 1 year,yes,35595.0,160.0,255,0,20-30 años,1
115997,male,22,1,8.0,0,< 1 year,yes,28303.0,160.0,298,0,20-30 años,1
115999,female,25,1,2.0,0,< 1 year,yes,2630.0,152.0,195,0,20-30 años,1
116003,female,51,1,1.0,0,1-2 year,yes,2630.0,26.0,103,0,51-60 años,1
116004,male,23,1,36.0,0,< 1 year,yes,40383.0,152.0,79,0,20-30 años,1
116009,female,38,1,15.0,0,1-2 year,yes,37812.0,124.0,168,0,31-40 años,1
116011,female,71,1,13.0,0,1-2 year,yes,34112.0,122.0,224,0,60+ años,1
116012,male,35,1,28.0,0,> 2 years,yes,48389.0,155.0,238,0,31-40 años,1
116016,male,53,1,28.0,0,1-2 year,yes,70038.0,26.0,226,0,51-60 años,1
116017,female,49,1,28.0,0,1-2 year,yes,41111.0,122.0,274,0,41-50 años,1
116018,male,58,1,24.0,0,1-2 year,yes,31522.0,26.0,296,0,51-60 años,1
116022,female,44,1,46.0,0,1-2 year,yes,2630.0,124.0,126,0,41-50 años,1
116026,female,21,1,9.0,0,< 1 year,yes,40286.0,160.0,240,0,20-30 años,1
116028,female,21,1,36.0,0,< 1 year,yes,41030.0,160.0,140,0,20-30 años,1
116029,male,23,1,41.0,0,< 1 year,yes,47187.0,152.0,93,0,20-30 años,1
116031,female,22,1,28.0,0,< 1 year,yes,55830.0,152.0,72,0,20-30 años,1
116032,male,31,1,46.0,0,< 1 year,yes,24184.0,152.0,92,0,31-40 años,1
116033,male,51,1,28.0,0,1-2 year,yes,38681.0,26.0,115,1,51-60 años,1
116034,male,36,1,39.0,0,1-2 year,yes,2630.0,156.0,156,0,31-40 años,1
116038,male,24,1,3.0,0,< 1 year,yes,116796.0,160.0,258,0,20-30 años,1
116041,male,56,1,41.0,0,> 2 years,yes,39247.0,26.0,109,0,51-60 años,1
116042,male,49,1,8.0,0,1-2 year,yes,51739.0,124.0,180,0,41-50 años,1
116044,female,25,1,15.0,0,< 1 year,yes,32075.0,152.0,173,0,20-30 años,1
116047,male,22,1,30.0,0,< 1 year,yes,35406.0,152.0,54,0,20-30 años,1
116048,male,45,1,29.0,0,1-2 year,yes,2630.0,124.0,122,0,41-50 años,1
116049,female,21,1,37.0,0,< 1 year,yes,32937.0,152.0,188,0,20-30 años,1
116054,female,48,1,28.0,0,1-2 year,yes,2630.0,26.0,176,0,41-50 años,1
116056,female,25,1,10.0,0,< 1 year,yes,21380.0,152.0,64,0,20-30 años,1
116063,male,52,1,11.0,0,1-2 year,yes,2630.0,26.0,164,0,51-60 años,1
116068,female,39,1,37.0,0,> 2 years,yes,32305.0,26.0,103,1,31-40 años,1
116069,female,38,1,28.0,0,1-2 year,yes,2630.0,125.0,115,0,31-40 años,1
116072,male,45,1,33.0,0,1-2 year,yes,21559.0,150.0,206,1,41-50 años,1
116073,female,40,1,28.0,0,1-2 year,yes,36846.0,26.0,173,0,31-40 años,1
116074,male,65,1,10.0,0,> 2 years,yes,26864.0,26.0,198,0,60+ años,1
116076,male,48,1,28.0,0,> 2 years,yes,50193.0,3.0,122,0,41-50 años,1
116077,male,45,1,28.0,0,> 2 years,yes,53000.0,124.0,195,0,41-50 años,1
116080,female,52,1,28.0,0,1-2 year,yes,32797.0,122.0,132,0,51-60 años,1
116084,female,80,1,28.0,0,1-2 year,yes,34366.0,26.0,152,0,60+ años,1
116085,male,45,1,17.0,0,1-2 year,yes,33886.0,156.0,149,0,41-50 años,1
116087,female,30,1,37.0,0,1-2 year,yes,2630.0,156.0,200,0,20-30 años,1
116089,female,78,1,42.0,0,1-2 year,yes,32476.0,124.0,209,0,60+ años,1
116090,female,64,1,28.0,0,1-2 year,yes,34726.0,26.0,88,0,60+ años,1
116091,male,53,1,1.0,0,1-2 year,yes,2630.0,26.0,39,0,51-60 años,1
116092,male,42,1,28.0,0,1-2 year,yes,24314.0,124.0,284,0,41-50 años,1
116096,male,76,1,28.0,0,1-2 year,yes,28689.0,26.0,251,0,60+ años,1
116097,female,39,1,28.0,0,1-2 year,yes,37899.0,124.0,269,0,31-40 años,1
116101,male,39,1,12.0,0,> 2 years,yes,31954.0,124.0,149,1,31-40 años,1
116103,male,66,1,29.0,0,1-2 year,yes,40331.0,163.0,147,0,60+ años,1
116105,female,41,1,0.0,0,1-2 year,yes,2630.0,122.0,53,0,41-50 años,1
116106,male,34,1,40.0,0,1-2 year,yes,32941.0,124.0,289,0,31-40 años,1
116108,female,22,1,12.0,0,< 1 year,yes,37011.0,152.0,219,0,20-30 años,1
116113,female,74,1,46.0,0,1-2 year,yes,49211.0,11.0,272,0,60+ años,1
116114,female,61,1,28.0,0,> 2 years,yes,47085.0,122.0,218,0,60+ años,1
116115,male,74,1,28.0,0,> 2 years,yes,46454.0,55.0,296,0,60+ años,1
116117,female,23,1,32.0,0,< 1 year,yes,2630.0,152.0,275,0,20-30 años,1
116119,female,63,1,28.0,0,1-2 year,yes,43027.0,26.0,275,0,60+ años,1
116124,male,53,1,34.0,0,1-2 year,yes,22576.0,26.0,297,0,51-60 años,1
116125,female,47,1,50.0,0,1-2 year,yes,2630.0,124.0,95,0,41-50 años,1
116129,male,45,1,29.0,0,1-2 year,yes,48776.0,26.0,111,1,41-50 años,1
116132,female,22,1,37.0,0,< 1 year,yes,2630.0,160.0,87,0,20-30 años,1
116135,male,22,1,49.0,0,< 1 year,yes,34326.0,26.0,200,0,20-30 años,1
116139,female,70,1,28.0,0,> 2 years,yes,44131.0,26.0,250,0,60+ años,1
116141,male,41,1,48.0,0,1-2 year,yes,2630.0,26.0,46,0,41-50 años,1
116142,male,35,1,21.0,0,1-2 year,yes,26401.0,152.0,211,1,31-40 años,1
116144,male,48,1,8.0,0,1-2 year,yes,39710.0,156.0,175,1,41-50 años,1
116145,male,42,1,28.0,0,1-2 year,yes,42782.0,124.0,262,0,41-50 años,1
116148,male,58,1,28.0,0,1-2 year,yes,36289.0,124.0,239,0,51-60 años,1
116149,female,50,1,28.0,0,1-2 year,yes,45059.0,124.0,278,0,41-50 años,1
116150,female,27,1,28.0,0,< 1 year,yes,37476.0,152.0,215,0,20-30 años,1
116155,female,46,1,28.0,0,> 2 years,yes,35193.0,124.0,34,1,41-50 años,1
116157,male,44,1,35.0,0,1-2 year,yes,27195.0,154.0,71,1,41-50 años,1
116159,female,42,1,36.0,0,1-2 year,yes,28146.0,124.0,288,1,41-50 años,1
116162,male,46,1,46.0,0,> 2 years,yes,33500.0,26.0,217,0,41-50 años,1
116165,male,56,1,28.0,0,> 2 years,yes,74566.0,26.0,126,1,51-60 años,1
116170,male,20,1,40.0,0,< 1 year,yes,2630.0,160.0,30,0,20-30 años,1
116175,female,61,1,28.0,0,1-2 year,yes,41994.0,124.0,297,1,60+ años,1
116179,male,43,1,28.0,0,1-2 year,yes,25069.0,59.0,51,0,41-50 años,1
116180,male,47,1,28.0,0,1-2 year,yes,31074.0,26.0,230,1,41-50 años,1
116182,male,43,1,32.0,0,1-2 year,yes,38866.0,124.0,23,1,41-50 años,1
116184,male,39,1,28.0,0,1-2 year,yes,41249.0,124.0,15,1,31-40 años,1
116187,male,35,1,28.0,0,1-2 year,yes,33014.0,26.0,29,0,31-40 años,1
116189,male,47,1,28.0,0,1-2 year,yes,32152.0,13.0,164,0,41-50 años,1
116192,female,54,1,28.0,0,1-2 year,yes,43057.0,26.0,260,0,51-60 años,1
116193,male,75,1,28.0,0,1-2 year,yes,34812.0,26.0,33,0,60+ años,1
116196,female,30,1,28.0,0,< 1 year,yes,24509.0,124.0,224,0,20-30 años,1
116198,female,21,1,39.0,0,< 1 year,yes,46081.0,152.0,173,0,20-30 años,1
116200,male,49,1,35.0,0,1-2 year,yes,32772.0,124.0,38,0,41-50 años,1
116203,male,40,1,28.0,0,1-2 year,yes,28718.0,23.0,151,0,31-40 años,1
116205,male,34,1,29.0,0,1-2 year,yes,27840.0,124.0,240,0,31-40 años,1
116206,male,23,1,35.0,0,< 1 year,yes,34049.0,152.0,106,0,20-30 años,1
116207,female,37,1,28.0,0,1-2 year,yes,30632.0,124.0,34,1,31-40 años,1
116208,male,33,1,16.0,0,< 1 year,yes,26734.0,152.0,189,0,31-40 años,1
116209,female,43,1,28.0,0,1-2 year,yes,30404.0,26.0,110,1,41-50 años,1
116210,male,34,1,28.0,0,1-2 year,yes,84918.0,124.0,293,0,31-40 años,1
116212,female,43,1,28.0,0,1-2 year,yes,46669.0,26.0,198,1,41-50 años,1
116213,male,70,1,41.0,0,1-2 year,yes,2630.0,157.0,30,1,60+ años,1
116214,male,45,1,28.0,0,1-2 year,yes,41017.0,124.0,240,0,41-50 años,1
116215,male,59,1,41.0,0,> 2 years,yes,2630.0,26.0,33,1,51-60 años,1
116218,male,34,1,47.0,0,1-2 year,yes,48660.0,124.0,131,0,31-40 años,1
116220,female,32,1,8.0,0,1-2 year,yes,58327.0,124.0,252,1,31-40 años,1
116222,male,20,1,50.0,0,1-2 year,yes,2630.0,157.0,135,0,20-30 años,1
116224,male,21,1,8.0,0,< 1 year,yes,64846.0,160.0,157,0,20-30 años,1
116232,male,21,1,6.0,0,< 1 year,yes,24358.0,160.0,274,0,20-30 años,1
116233,male,20,1,26.0,0,< 1 year,yes,32070.0,160.0,77,0,20-30 años,1
116235,female,42,1,27.0,0,> 2 years,yes,2630.0,157.0,181,0,41-50 años,1
116237,male,39,1,28.0,0,1-2 year,yes,29356.0,26.0,15,0,31-40 años,1
116239,male,73,1,41.0,0,1-2 year,yes,24374.0,26.0,102,0,60+ años,1
116240,female,24,1,47.0,0,< 1 year,yes,18929.0,152.0,213,0,20-30 años,1
116243,male,53,1,37.0,0,1-2 year,yes,19047.0,124.0,189,0,51-60 años,1
116244,male,55,1,28.0,0,1-2 year,yes,29492.0,124.0,60,0,51-60 años,1
116245,male,40,1,15.0,0,1-2 year,yes,35421.0,124.0,116,0,31-40 años,1
116249,male,38,1,11.0,0,1-2 year,yes,23038.0,26.0,29,0,31-40 años,1
116250,male,62,1,31.0,0,1-2 year,yes,2630.0,124.0,268,0,60+ años,1
116252,female,62,1,13.0,0,> 2 years,yes,42026.0,124.0,288,0,60+ años,1
116253,female,22,1,34.0,0,< 1 year,yes,31339.0,152.0,16,0,20-30 años,1
116260,female,42,1,50.0,0,1-2 year,yes,31401.0,8.0,288,1,41-50 años,1
116262,male,40,1,28.0,0,1-2 year,yes,2630.0,124.0,294,0,31-40 años,1
116263,female,20,1,9.0,0,< 1 year,yes,2630.0,160.0,64,0,20-30 años,1
116265,female,32,1,32.0,0,< 1 year,yes,27311.0,152.0,241,0,31-40 años,1
116266,female,49,1,28.0,0,1-2 year,yes,28864.0,124.0,252,0,41-50 años,1
116267,female,58,1,47.0,0,1-2 year,yes,24615.0,124.0,224,0,51-60 años,1
116268,female,49,1,33.0,0,1-2 year,yes,24979.0,26.0,76,1,41-50 años,1
116271,male,66,1,29.0,0,1-2 year,yes,54084.0,26.0,203,0,60+ años,1
116273,female,25,1,50.0,0,< 1 year,yes,36998.0,124.0,48,0,20-30 años,1
116275,male,47,1,8.0,0,1-2 year,yes,32853.0,26.0,116,1,41-50 años,1
116276,male,44,1,28.0,0,1-2 year,yes,40568.0,26.0,133,0,41-50 años,1
116279,male,38,1,39.0,0,> 2 years,yes,34654.0,124.0,115,0,31-40 años,1
116280,female,46,1,14.0,0,1-2 year,yes,29296.0,26.0,109,0,41-50 años,1
116282,male,38,1,28.0,0,1-2 year,yes,34368.0,26.0,205,1,31-40 años,1
116283,female,45,1,28.0,0,1-2 year,yes,49115.0,26.0,51,1,41-50 años,1
116286,male,68,1,9.0,0,1-2 year,yes,35231.0,124.0,214,0,60+ años,1
116288,female,68,1,8.0,0,1-2 year,yes,22842.0,124.0,193,0,60+ años,1
116293,male,44,1,31.0,0,1-2 year,yes,2630.0,26.0,243,0,41-50 años,1
116294,female,24,1,28.0,0,< 1 year,yes,35659.0,152.0,57,0,20-30 años,1
116295,male,44,1,28.0,0,1-2 year,yes,34400.0,61.0,35,0,41-50 años,1
116298,male,48,1,3.0,0,1-2 year,yes,25888.0,124.0,289,0,41-50 años,1
116300,female,24,1,2.0,0,< 1 year,yes,23744.0,152.0,126,0,20-30 años,1
116306,male,50,1,28.0,0,1-2 year,yes,30777.0,52.0,47,1,41-50 años,1
116308,male,75,0,28.0,0,1-2 year,yes,60341.0,26.0,66,0,60+ años,1
116310,male,50,1,28.0,0,1-2 year,yes,35986.0,124.0,277,0,41-50 años,1
116316,male,43,1,28.0,0,1-2 year,yes,45696.0,147.0,138,0,41-50 años,1
116317,female,53,1,28.0,0,1-2 year,yes,89857.0,124.0,51,1,51-60 años,1
116320,female,43,1,28.0,0,> 2 years,yes,44719.0,124.0,187,0,41-50 años,1
116325,female,37,1,28.0,0,1-2 year,yes,31475.0,26.0,134,1,31-40 años,1
116328,female,38,1,28.0,0,1-2 year,yes,32301.0,26.0,131,0,31-40 años,1
116331,female,35,1,24.0,0,1-2 year,yes,32368.0,163.0,18,0,31-40 años,1
116332,male,72,1,8.0,0,1-2 year,yes,43318.0,124.0,63,1,60+ años,1
116334,male,49,1,28.0,0,1-2 year,yes,49817.0,154.0,64,0,41-50 años,1
116336,male,35,1,28.0,0,1-2 year,yes,54812.0,26.0,146,0,31-40 años,1
116337,female,42,1,8.0,0,1-2 year,yes,33150.0,26.0,61,0,41-50 años,1
116338,male,43,1,50.0,0,1-2 year,yes,28159.0,124.0,137,0,41-50 años,1
116342,male,51,1,30.0,0,1-2 year,yes,2630.0,26.0,130,0,51-60 años,1
116343,female,50,1,28.0,0,1-2 year,yes,31650.0,26.0,212,0,41-50 años,1
116344,male,54,1,28.0,0,1-2 year,yes,40994.0,26.0,170,0,51-60 años,1
116350,male,62,1,48.0,0,1-2 year,yes,2630.0,15.0,41,0,60+ años,1
116352,male,49,1,28.0,0,> 2 years,yes,48833.0,26.0,124,0,41-50 años,1
116353,male,65,1,28.0,0,1-2 year,yes,2630.0,26.0,214,0,60+ años,1
116354,male,56,1,8.0,0,1-2 year,yes,49660.0,26.0,54,0,51-60 años,1
116364,male,52,1,8.0,0,1-2 year,yes,2630.0,157.0,293,1,51-60 años,1
116365,male,72,1,8.0,0,1-2 year,yes,84582.0,152.0,192,0,60+ años,1
116368,female,42,1,28.0,0,1-2 year,yes,51519.0,26.0,126,1,41-50 años,1
116369,female,22,1,8.0,0,< 1 year,yes,28094.0,152.0,186,0,20-30 años,1
116370,male,47,1,18.0,0,1-2 year,yes,40729.0,124.0,216,1,41-50 años,1
116372,female,21,1,39.0,0,< 1 year,yes,35612.0,160.0,230,0,20-30 años,1
116383,male,40,1,21.0,0,1-2 year,yes,2630.0,160.0,146,0,31-40 años,1
116384,male,39,1,45.0,0,1-2 year,yes,31230.0,122.0,139,0,31-40 años,1
116387,male,54,1,28.0,0,1-2 year,yes,38914.0,26.0,165,0,51-60 años,1
116388,female,47,1,28.0,0,1-2 year,yes,31113.0,4.0,41,0,41-50 años,1
116389,male,31,1,47.0,0,1-2 year,yes,39980.0,156.0,155,0,31-40 años,1
116393,female,33,1,28.0,0,< 1 year,yes,47118.0,156.0,189,0,31-40 años,1
116394,female,46,1,28.0,0,1-2 year,yes,34563.0,124.0,240,0,41-50 años,1
116397,female,22,1,15.0,0,< 1 year,yes,37608.0,152.0,42,0,20-30 años,1
116399,male,39,1,46.0,0,1-2 year,yes,24459.0,124.0,71,0,31-40 años,1
116401,male,24,1,46.0,0,< 1 year,yes,26368.0,152.0,138,0,20-30 años,1
116406,female,27,1,36.0,0,< 1 year,yes,26244.0,152.0,262,0,20-30 años,1
116410,female,65,1,19.0,0,> 2 years,yes,26042.0,124.0,246,1,60+ años,1
116411,male,44,1,3.0,0,1-2 year,yes,2630.0,154.0,277,0,41-50 años,1
116415,male,51,1,28.0,0,1-2 year,yes,43712.0,26.0,155,0,51-60 años,1
116419,female,34,1,28.0,0,> 2 years,yes,29158.0,124.0,224,0,31-40 años,1
116422,male,40,1,38.0,0,1-2 year,yes,29233.0,26.0,173,1,31-40 años,1
116423,male,57,1,28.0,0,1-2 year,yes,34668.0,26.0,37,0,51-60 años,1
116424,male,27,1,36.0,0,< 1 year,yes,37542.0,152.0,19,0,20-30 años,1
116425,male,44,1,41.0,0,< 1 year,yes,2630.0,1.0,235,0,41-50 años,1
116427,female,39,1,28.0,0,1-2 year,yes,30493.0,26.0,36,0,31-40 años,1
116431,female,49,1,36.0,0,1-2 year,yes,2630.0,124.0,53,0,41-50 años,1
116434,male,44,1,28.0,0,1-2 year,yes,39628.0,26.0,232,0,41-50 años,1
116435,female,41,1,8.0,0,1-2 year,yes,37223.0,26.0,84,1,41-50 años,1
116436,male,47,1,11.0,0,1-2 year,yes,36689.0,26.0,252,0,41-50 años,1
116438,female,64,1,48.0,0,1-2 year,yes,2630.0,154.0,67,0,60+ años,1
116439,male,44,1,8.0,0,1-2 year,yes,40140.0,124.0,151,0,41-50 años,1
116441,female,38,1,28.0,0,> 2 years,yes,67312.0,26.0,299,1,31-40 años,1
116443,male,46,1,28.0,0,1-2 year,yes,45018.0,26.0,63,0,41-50 años,1
116444,male,43,1,31.0,0,1-2 year,yes,2630.0,124.0,78,1,41-50 años,1
116446,male,28,1,28.0,0,< 1 year,yes,50099.0,152.0,182,1,20-30 años,1
116447,female,20,1,45.0,0,< 1 year,yes,2630.0,160.0,220,0,20-30 años,1
116448,male,78,1,15.0,0,1-2 year,yes,2630.0,26.0,273,0,60+ años,1
